SessionStart,CustomerID,FullName,Gender,Age,CreditScore,MonthlyIncome,Country,State,City,Category,Product,Cost,Price,Quantity,CampaignSchema ,CartAdditionTime,OrderConfirmation,OrderConfirmationTime,PaymentMethod,SessionEnd,OrderReturn,ReturnReason
2021-12-09 20:04:00,2177,Lori Roberts,Male,43,620,7414,Australia,Victoria,Melbourne,toys,puzzle,15,25,2,Google-ads,2021-12-09 20:15:00,True,2021-12-09 20:25:00,Debit Card,2021-12-09 20:18:00,False,
2021-12-10 01:12:00,2178,Samuel Chambers,Male,66,724,4063,USA,California,San Jose,electronics,laptop,800,1200,2,Instagram-ads,2021-12-10 01:38:00,True,2021-12-10 01:43:00,Debit Card,2021-12-10 01:42:00,True,Poor Quality
2021-12-10 15:27:00,2179,Gregory Day,Male,22,673,5712,Japan,Kanagawa,Kawasaki,fashion,shoes,60,100,2,Instagram-ads,2021-12-10 15:44:00,True,2021-12-10 15:49:00,Debit Card,2021-12-10 15:46:00,False,
2021-12-13 23:35:00,2180,Brianna Smith,Female,38,644,7810,USA,California,Los Angeles,fashion,t-shirt,15,25,4,Google-ads,2021-12-14 00:01:00,True,2021-12-14 00:16:00,Cash On Delivery,2021-12-14 00:04:00,False,
2021-12-14 03:11:00,2181,Dalton Burton,Female,23,698,5871,Australia,Victoria,Geelong,toys,board game,20,35,5,Twitter-ads,2021-12-14 03:22:00,True,2021-12-14 03:32:00,Cash On Delivery,2021-12-14 03:24:00,False,
2021-12-15 02:44:00,2182,Dennis Rivera,Female,19,608,6131,Australia,New South Wales,Newcastle,electronics,hair dryer,25,40,1,Twitter-ads,2021-12-15 02:50:00,True,2021-12-15 02:59:00,Cash On Delivery,2021-12-15 02:52:00,False,
2021-12-15 06:03:00,2183,Matthew Fernandez,Male,34,740,5288,Australia,Victoria,Ballarat,electronics,television,1000,1500,4,Google-ads,2021-12-15 06:25:00,True,2021-12-15 06:31:00,Debit Card,2021-12-15 06:27:00,False,
2021-12-15 20:47:00,2184,Melissa Brown,Male,41,767,7045,India,Maharashtra,Pune,electronics,table fan,30,50,6,Twitter-ads,2021-12-15 21:16:00,True,2021-12-15 21:25:00,Cash On Delivery,2021-12-15 21:21:00,False,
2021-12-16 19:55:00,2185,Lauren Jackson,Female,65,736,4757,UK,England,Manchester,toys,board game,20,35,1,Google-ads,2021-12-16 20:24:00,True,2021-12-16 20:32:00,Debit Card,2021-12-16 20:27:00,False,
2021-12-17 14:43:00,2186,Tamara Welch,Female,68,777,3521,India,Uttar Pradesh,Ghaziabad,fashion,dress,50,80,1,E-mails,2021-12-17 15:00:00,True,2021-12-17 15:09:00,Paypal,2021-12-17 15:04:00,False,
2021-12-18 20:57:00,2187,Michele Hobbs,Female,49,767,5297,China,Guangdong,Dongguan,home appliances,microwave oven,300,500,6,E-mails,2021-12-18 21:07:00,True,2021-12-18 21:16:00,Debit Card,2021-12-18 21:10:00,False,
2021-12-19 14:39:00,2188,Crystal Gonzalez,Female,54,763,5310,UK,England,Birmingham,books,magazine,5,8,2,Instagram-ads,2021-12-19 15:03:00,True,2021-12-19 15:18:00,Cash On Delivery,2021-12-19 15:05:00,False,
2021-12-20 08:13:00,2189,Rebekah Beck,Male,63,618,6885,Canada,Ontario,Ottawa,home appliances,toaster,40,60,1,Billboard-QR code,2021-12-20 08:33:00,True,2021-12-20 08:38:00,Debit Card,2021-12-20 08:36:00,False,
2021-12-21 02:26:00,2190,Elizabeth Johnston,Male,50,681,5325,India,Uttar Pradesh,Ghaziabad,home appliances,microwave oven,300,500,4,Google-ads,2021-12-21 02:52:00,True,2021-12-21 02:58:00,Debit Card,2021-12-21 02:56:00,False,
2021-12-22 02:45:00,2191,Samantha Collins,Female,19,753,3264,China,Shandong,Jinan,electronics,table fan,30,50,3,Twitter-ads,2021-12-22 02:53:00,True,2021-12-22 03:07:00,Paypal,2021-12-22 02:57:00,False,
2021-12-23 04:02:00,2192,Barbara Kelly,Male,29,739,4481,China,Shandong,Yantai,books,textbook,30,50,1,Billboard-QR code,2021-12-23 04:17:00,True,2021-12-23 04:24:00,Debit Card,2021-12-23 04:21:00,False,
2021-12-24 10:08:00,2193,Emily Pena,Male,28,702,7824,India,Maharashtra,Nagpur,electronics,television,1000,1500,6,Instagram-ads,2021-12-24 10:18:00,True,2021-12-24 10:29:00,Credit Card,2021-12-24 10:21:00,False,
2021-12-24 17:11:00,2194,Whitney Williams,Female,58,700,4124,India,Uttar Pradesh,Ghaziabad,home appliances,microwave oven,300,500,6,Google-ads,2021-12-24 17:40:00,True,2021-12-24 17:49:00,Debit Card,2021-12-24 17:43:00,False,
2021-12-24 23:59:00,2195,Brittany Bell DDS,Male,41,664,5380,Spain,Andalusia,Malaga,home appliances,microwave oven,300,500,5,Google-ads,2021-12-25 00:07:00,True,2021-12-25 00:19:00,Credit Card,2021-12-25 00:10:00,False,
2021-12-26 06:59:00,2196,Regina Kidd,Female,21,655,5220,China,Guangdong,Guangzhou,books,autobiography,20,35,5,Instagram-ads,2021-12-26 07:23:00,True,2021-12-26 07:33:00,Credit Card,2021-12-26 07:27:00,False,
2021-12-28 07:55:00,2197,Mr. Matthew Perez MD,Female,35,613,4948,Canada,Ontario,Toronto,toys,board game,20,35,5,Billboard-QR code,2021-12-28 08:25:00,True,2021-12-28 08:34:00,Credit Card,2021-12-28 08:28:00,False,
2021-12-29 23:02:00,2198,Sarah Howard,Male,36,637,5856,China,Guangdong,Guangzhou,electronics,hair dryer,25,40,5,Facebook-ads,2021-12-29 23:25:00,True,2021-12-29 23:30:00,Cash On Delivery,2021-12-29 23:28:00,False,
2021-12-30 05:35:00,2199,Steven Larsen,Female,31,619,3495,China,Guangdong,Guangzhou,toys,puzzle,15,25,2,Twitter-ads,2021-12-30 05:48:00,True,2021-12-30 06:00:00,Debit Card,2021-12-30 05:53:00,False,
2021-12-30 11:56:00,2200,Tammy Stanley,Male,62,677,7817,Australia,New South Wales,Wollongong,fashion,shoes,60,100,1,Facebook-ads,2021-12-30 12:20:00,True,2021-12-30 12:33:00,Cash On Delivery,2021-12-30 12:24:00,False,
2021-12-30 19:51:00,1570,Andrew Evans,Male,49,742,3783,China,Shandong,Qingdao,fashion,jeans,40,70,6,E-mails,2021-12-30 20:08:00,True,2021-12-30 20:14:00,Cash On Delivery,2021-12-30 20:10:00,False,
2021-12-31 03:23:00,1875,Allen Foley,Male,61,679,5383,Japan,Tokyo,Kawasaki,toys,action figure,8,15,5,Twitter-ads,2021-12-31 03:37:00,True,2021-12-31 03:42:00,Debit Card,2021-12-31 03:41:00,False,
2022-01-02 17:48:00,1041,Mary Morris,Female,52,638,7623,India,Maharashtra,Mumbai,books,autobiography,20,35,2,Twitter-ads,2022-01-02 18:12:00,True,2022-01-02 18:25:00,Cash On Delivery,2022-01-02 18:16:00,False,
2022-01-03 07:44:00,1064,Kim Dawson,Female,49,607,7068,Australia,Victoria,Geelong,fashion,dress,50,80,1,Billboard-QR code,2022-01-03 08:05:00,True,2022-01-03 08:20:00,Cash On Delivery,2022-01-03 08:10:00,False,
2022-01-03 08:01:00,2132,Brandon Clark,Male,55,621,7531,Japan,Tokyo,Yokohama,home appliances,mixer grinder,60,90,1,Twitter-ads,2022-01-03 08:25:00,True,2022-01-03 08:31:00,Debit Card,2022-01-03 08:28:00,False,
2022-01-03 22:29:00,1175,Anthony Hernandez,Female,65,618,5920,Canada,Ontario,Ottawa,electronics,table fan,30,50,4,Billboard-QR code,2022-01-03 22:43:00,True,2022-01-03 22:58:00,Debit Card,2022-01-03 22:46:00,False,
2022-01-05 07:28:00,1205,Catherine Blevins,Male,63,760,6492,Spain,Catalonia,Barcelona,fashion,shoes,60,100,3,Facebook-ads,2022-01-05 07:55:00,True,2022-01-05 08:05:00,Debit Card,2022-01-05 08:00:00,False,
2022-01-05 11:42:00,1243,Lindsay Miller,Female,69,698,7020,UK,England,Birmingham,home appliances,electric stove,250,400,5,Twitter-ads,2022-01-05 12:05:00,True,2022-01-05 12:14:00,Paypal,2022-01-05 12:09:00,False,
2022-01-07 21:18:00,1458,Julie Jackson,Male,42,746,5488,Canada,Quebec,Montreal,home appliances,toaster,40,60,6,Instagram-ads,2022-01-07 21:27:00,True,2022-01-07 21:42:00,Credit Card,2022-01-07 21:29:00,False,
2022-01-09 20:54:00,1315,Ashley Ochoa,Male,62,643,5348,Spain,Andalusia,Malaga,toys,board game,20,35,6,E-mails,2022-01-09 21:24:00,False,,,2022-01-09 21:31:00,,
2022-01-10 00:58:00,1589,Jesse Miller,Female,31,726,7752,Italy,Lombardy,Brescia,fashion,jeans,40,70,3,E-mails,2022-01-10 01:12:00,True,2022-01-10 01:23:00,Debit Card,2022-01-10 01:16:00,False,
2022-01-12 01:31:00,2183,Matthew Fernandez,Male,34,740,5288,Australia,Victoria,Ballarat,books,textbook,30,50,2,Billboard-QR code,2022-01-12 01:50:00,True,2022-01-12 02:03:00,Debit Card,2022-01-12 01:55:00,False,
2022-01-12 11:33:00,2079,James Velasquez,Male,23,674,6460,USA,Texas,San Antonio,fashion,jeans,40,70,6,Twitter-ads,2022-01-12 12:02:00,True,2022-01-12 12:15:00,Credit Card,2022-01-12 12:07:00,False,
2022-01-13 00:33:00,2068,Larry Anderson,Male,32,694,4700,Japan,Tokyo,Yokohama,home appliances,mixer grinder,60,90,3,E-mails,2022-01-13 00:54:00,True,2022-01-13 01:03:00,Credit Card,2022-01-13 00:59:00,False,
2022-01-16 01:02:00,2007,Katie Simmons,Female,44,694,4336,Canada,Ontario,Mississauga,toys,action figure,8,15,6,Twitter-ads,2022-01-16 01:12:00,True,2022-01-16 01:20:00,Paypal,2022-01-16 01:16:00,False,
2022-01-20 15:17:00,2140,John Pace,Male,25,687,5444,China,Guangdong,Dongguan,home appliances,electric stove,250,400,2,E-mails,2022-01-20 15:24:00,True,2022-01-20 15:32:00,Credit Card,2022-01-20 15:26:00,True,Arrived Damaged
2022-01-21 10:50:00,2136,Rachael Cameron,Female,48,606,4762,Japan,Kanagawa,Kawasaki,toys,board game,20,35,6,E-mails,2022-01-21 11:07:00,True,2022-01-21 11:20:00,Credit Card,2022-01-21 11:10:00,True,Wrong Item
2022-01-21 20:19:00,1833,Veronica Koch,Male,23,750,6242,Japan,Tokyo,Tokyo,fashion,t-shirt,15,25,4,Twitter-ads,2022-01-21 20:29:00,False,,,2022-01-21 20:58:00,,
2022-01-22 03:51:00,1919,Richard Castillo,Male,48,678,3980,USA,Texas,Dallas,electronics,table fan,30,50,1,Google-ads,2022-01-22 04:12:00,True,2022-01-22 04:24:00,Debit Card,2022-01-22 04:15:00,True,Arrived Late
2022-01-22 23:54:00,1765,Troy Wells,Male,65,718,6871,India,Maharashtra,Pune,toys,action figure,8,15,6,E-mails,2022-01-23 00:05:00,True,2022-01-23 00:16:00,Credit Card,2022-01-23 00:09:00,False,
2022-01-23 15:48:00,1442,Juan Richardson,Male,52,656,4799,Japan,Kanagawa,Yokohama,books,textbook,30,50,4,Billboard-QR code,2022-01-23 15:55:00,False,,,2022-01-23 16:08:00,,
2022-01-24 01:22:00,1322,Sarah Gonzalez,Female,66,637,5126,UK,England,Birmingham,home appliances,toaster,40,60,4,Billboard-QR code,2022-01-24 01:46:00,True,2022-01-24 01:55:00,Cash On Delivery,2022-01-24 01:50:00,False,
2022-01-24 05:02:00,1335,Justin Williamson,Male,44,629,3990,India,Maharashtra,Mumbai,books,textbook,30,50,5,Facebook-ads,2022-01-24 05:26:00,True,2022-01-24 05:31:00,Debit Card,2022-01-24 05:29:00,False,
2022-01-24 10:24:00,1750,Steven Ponce,Male,70,622,6005,USA,Texas,Houston,home appliances,microwave oven,300,500,6,Instagram-ads,2022-01-24 10:36:00,True,2022-01-24 10:51:00,Debit Card,2022-01-24 10:40:00,False,
2022-01-25 16:37:00,1217,Lisa Espinoza,Male,24,736,5934,USA,California,San Diego,home appliances,electric stove,250,400,2,Twitter-ads,2022-01-25 16:49:00,False,,,2022-01-25 16:54:00,,
2022-01-25 20:01:00,1061,Harold Perez,Male,67,633,7045,Canada,Quebec,Montreal,electronics,laptop,800,1200,4,Instagram-ads,2022-01-25 20:16:00,True,2022-01-25 20:22:00,Debit Card,2022-01-25 20:19:00,False,
2022-01-26 06:19:00,1257,Jessica Smith,Male,27,662,7215,India,Maharashtra,Mumbai,books,autobiography,20,35,4,Instagram-ads,2022-01-26 06:30:00,True,2022-01-26 06:41:00,Credit Card,2022-01-26 06:34:00,False,
2022-01-26 09:22:00,2092,Kimberly Church,Female,52,732,4541,UK,Scotland,Glasgow,fashion,jeans,40,70,2,E-mails,2022-01-26 09:33:00,True,2022-01-26 09:45:00,Debit Card,2022-01-26 09:37:00,False,
2022-01-26 18:02:00,1277,Jessica Ingram,Male,68,689,3551,Canada,Ontario,Mississauga,books,novel,10,18,4,Facebook-ads,2022-01-26 18:10:00,False,,,2022-01-26 18:19:00,,
2022-01-27 18:11:00,1143,Curtis Powell,Male,45,710,4729,Australia,Victoria,Geelong,electronics,table fan,30,50,6,Instagram-ads,2022-01-27 18:19:00,True,2022-01-27 18:31:00,Credit Card,2022-01-27 18:23:00,False,
2022-01-28 08:58:00,1479,Jacob Sparks,Male,24,779,6915,Canada,Ontario,Ottawa,books,autobiography,20,35,2,Twitter-ads,2022-01-28 09:17:00,False,,,2022-01-28 09:14:00,,
2022-01-29 15:34:00,1014,Karen Austin,Male,18,629,4800,Australia,New South Wales,Wollongong,fashion,shoes,60,100,5,E-mails,2022-01-29 16:04:00,True,2022-01-29 16:18:00,Credit Card,2022-01-29 16:09:00,False,
2022-01-29 19:54:00,1708,Hannah Campbell,Male,49,731,7237,Australia,New South Wales,Sydney,home appliances,electric stove,250,400,4,Billboard-QR code,2022-01-29 20:16:00,True,2022-01-29 20:26:00,Paypal,2022-01-29 20:18:00,False,
2022-01-29 21:32:00,1552,Ian Christian,Female,64,641,7444,Italy,Lazio,Frosinone,toys,plush toy,12,20,3,Instagram-ads,2022-01-29 22:02:00,True,2022-01-29 22:11:00,Credit Card,2022-01-29 22:05:00,False,
2022-01-30 03:32:00,2112,Kimberly Evans,Female,25,639,3858,India,Uttar Pradesh,Ghaziabad,home appliances,electric stove,250,400,6,Billboard-QR code,2022-01-30 03:59:00,True,2022-01-30 04:12:00,Credit Card,2022-01-30 04:02:00,False,
2022-01-30 13:58:00,1865,Teresa Love,Male,50,675,4709,Italy,Lombardy,Brescia,home appliances,toaster,40,60,2,Google-ads,2022-01-30 14:19:00,False,,,2022-01-30 14:13:00,,
2022-01-30 15:29:00,1729,Duane Thompson,Male,18,614,5735,Australia,Victoria,Ballarat,home appliances,toaster,40,60,6,E-mails,2022-01-30 15:50:00,True,2022-01-30 16:03:00,Debit Card,2022-01-30 15:53:00,False,
2022-02-01 13:12:00,1290,William Torres,Male,43,715,4222,USA,California,Los Angeles,electronics,television,1000,1500,3,E-mails,2022-02-01 13:34:00,True,2022-02-01 13:41:00,Debit Card,2022-02-01 13:37:00,False,
2022-02-02 05:31:00,1718,Robert Black,Female,55,649,7955,Canada,Quebec,Quebec City,books,novel,10,18,5,Twitter-ads,2022-02-02 05:59:00,True,2022-02-02 06:07:00,Cash On Delivery,2022-02-02 06:01:00,False,
2022-02-02 05:54:00,1983,Marvin Lam,Female,31,635,6911,USA,Texas,San Antonio,home appliances,mixer grinder,60,90,4,Facebook-ads,2022-02-02 06:09:00,False,,,2022-02-02 06:20:00,,
2022-02-03 02:33:00,2163,Wendy Hawkins,Female,26,660,4759,Australia,Victoria,Melbourne,electronics,laptop,800,1200,6,Billboard-QR code,2022-02-03 02:43:00,True,2022-02-03 02:55:00,Credit Card,2022-02-03 02:45:00,False,
2022-02-03 08:30:00,1922,Jordan Richardson,Male,36,621,3864,Japan,Kanagawa,Kawasaki,toys,puzzle,15,25,4,Facebook-ads,2022-02-03 08:56:00,False,,,2022-02-03 08:45:00,,
2022-02-03 22:15:00,1566,Victoria Russo,Male,33,639,5439,China,Shandong,Yantai,fashion,shoes,60,100,1,E-mails,2022-02-03 22:23:00,False,,,2022-02-03 22:48:00,,
2022-02-04 23:48:00,2001,Steve Harris,Female,58,681,6866,Italy,Lombardy,Brescia,books,textbook,30,50,1,Instagram-ads,2022-02-05 00:06:00,False,,,2022-02-05 00:26:00,,
2022-02-05 10:07:00,2079,James Velasquez,Male,23,674,6460,USA,Texas,San Antonio,electronics,laptop,800,1200,1,Billboard-QR code,2022-02-05 10:31:00,True,2022-02-05 10:39:00,Debit Card,2022-02-05 10:35:00,False,
2022-02-06 04:43:00,1796,Charles Oliver,Male,67,655,5211,India,Uttar Pradesh,Kanpur,home appliances,microwave oven,300,500,5,Billboard-QR code,2022-02-06 04:52:00,False,,,2022-02-06 05:10:00,,
2022-02-11 00:52:00,1171,Amanda Moreno,Male,22,724,5582,USA,California,San Jose,electronics,hair dryer,25,40,4,Twitter-ads,2022-02-11 01:02:00,True,2022-02-11 01:14:00,Cash On Delivery,2022-02-11 01:05:00,False,
2022-02-11 15:53:00,1523,Brandy Howell,Female,33,675,6751,UK,England,London,books,magazine,5,8,2,Billboard-QR code,2022-02-11 16:09:00,True,2022-02-11 16:22:00,Cash On Delivery,2022-02-11 16:14:00,True,Poor Value
2022-02-12 11:24:00,2193,Emily Pena,Male,28,702,7824,India,Maharashtra,Nagpur,fashion,shoes,60,100,5,Facebook-ads,2022-02-12 11:45:00,True,2022-02-12 11:55:00,Debit Card,2022-02-12 11:48:00,False,
2022-02-13 07:07:00,1549,Alyssa Floyd,Female,22,706,3318,Canada,Ontario,Ottawa,home appliances,toaster,40,60,3,E-mails,2022-02-13 07:34:00,True,2022-02-13 07:44:00,Credit Card,2022-02-13 07:37:00,False,
2022-02-14 13:24:00,1859,Megan Anderson,Male,55,727,6148,India,Maharashtra,Nagpur,fashion,jeans,40,70,2,Instagram-ads,2022-02-14 13:42:00,False,,,2022-02-14 13:46:00,,
2022-02-15 19:27:00,1161,Katherine Curtis,Female,65,765,6708,Canada,Quebec,Quebec City,fashion,dress,50,80,3,Google-ads,2022-02-15 19:51:00,False,,,2022-02-15 19:37:00,,
2022-02-17 01:43:00,1952,Katrina Edwards,Female,57,727,4481,UK,England,London,fashion,jeans,40,70,6,Google-ads,2022-02-17 01:48:00,True,2022-02-17 01:53:00,Credit Card,2022-02-17 01:50:00,False,
2022-02-17 06:12:00,2178,Samuel Chambers,Male,66,724,4063,USA,California,San Jose,home appliances,toaster,40,60,2,Facebook-ads,2022-02-17 06:19:00,True,2022-02-17 06:27:00,Paypal,2022-02-17 06:23:00,False,
2022-02-20 04:36:00,1014,Karen Austin,Male,18,629,4800,Australia,New South Wales,Wollongong,electronics,table fan,30,50,4,Instagram-ads,2022-02-20 04:59:00,True,2022-02-20 05:07:00,Paypal,2022-02-20 05:02:00,False,
2022-02-22 07:25:00,1604,Sherri Curtis,Female,41,616,4162,Italy,Lazio,Frosinone,books,novel,10,18,5,Twitter-ads,2022-02-22 07:44:00,False,,,2022-02-22 07:31:00,,
2022-02-23 15:58:00,1905,Jennifer White,Male,63,691,7546,UK,England,London,books,magazine,5,8,1,Facebook-ads,2022-02-23 16:21:00,True,2022-02-23 16:33:00,Cash On Delivery,2022-02-23 16:23:00,False,
2022-02-23 19:35:00,1077,Kelly Clark,Male,51,624,3630,India,Uttar Pradesh,Kanpur,books,novel,10,18,4,Google-ads,2022-02-23 19:47:00,False,,,2022-02-23 19:56:00,,
2022-02-25 02:30:00,1365,Tina Estrada,Female,42,603,7633,Japan,Kanagawa,Yokohama,home appliances,mixer grinder,60,90,5,Twitter-ads,2022-02-25 02:48:00,True,2022-02-25 03:01:00,Debit Card,2022-02-25 02:52:00,True,Wrong Item
2022-02-26 05:40:00,1794,Travis Harper,Male,54,674,7834,Canada,Ontario,Toronto,home appliances,microwave oven,300,500,3,Instagram-ads,2022-02-26 05:45:00,True,2022-02-26 05:59:00,Debit Card,2022-02-26 05:49:00,False,
2022-02-28 09:14:00,1692,Hayley Freeman,Male,40,673,7737,Australia,Victoria,Melbourne,toys,action figure,8,15,3,E-mails,2022-02-28 09:33:00,False,,,2022-02-28 09:18:00,,
2022-03-01 02:27:00,1030,Desiree Figueroa,Female,39,695,7413,UK,Scotland,Edinburgh,fashion,jeans,40,70,5,E-mails,2022-03-01 02:36:00,True,2022-03-01 02:50:00,Credit Card,2022-03-01 02:38:00,False,
2022-03-04 20:12:00,2145,Cathy Krueger,Male,65,620,6948,Italy,Lazio,Latina,home appliances,microwave oven,300,500,2,Instagram-ads,2022-03-04 20:42:00,True,2022-03-04 20:57:00,Cash On Delivery,2022-03-04 20:47:00,False,
2022-03-05 05:05:00,1188,Anthony Vasquez,Male,31,742,6721,UK,Scotland,Edinburgh,electronics,table fan,30,50,1,Instagram-ads,2022-03-05 05:17:00,True,2022-03-05 05:22:00,Cash On Delivery,2022-03-05 05:22:00,False,
2022-03-05 11:44:00,2036,Stephanie Colon,Female,37,613,7297,Australia,New South Wales,Wollongong,toys,board game,20,35,5,Google-ads,2022-03-05 11:59:00,True,2022-03-05 12:14:00,Credit Card,2022-03-05 12:01:00,False,
2022-03-10 12:52:00,1376,James Little,Male,66,639,6126,China,Guangdong,Guangzhou,fashion,jeans,40,70,5,E-mails,2022-03-10 13:21:00,True,2022-03-10 13:33:00,Credit Card,2022-03-10 13:23:00,False,
2022-03-10 16:39:00,1459,Pamela Gibson,Female,35,607,4308,UK,Scotland,Edinburgh,home appliances,microwave oven,300,500,3,E-mails,2022-03-10 17:03:00,True,2022-03-10 17:14:00,Credit Card,2022-03-10 17:05:00,False,
2022-03-11 08:23:00,1743,Diana Jimenez,Male,69,718,5678,UK,England,Birmingham,fashion,jeans,40,70,6,Google-ads,2022-03-11 08:34:00,True,2022-03-11 08:45:00,Credit Card,2022-03-11 08:37:00,False,
2022-03-12 13:14:00,1343,Leslie Harris,Male,69,717,5644,USA,Texas,San Antonio,home appliances,mixer grinder,60,90,5,Google-ads,2022-03-12 13:26:00,True,2022-03-12 13:33:00,Debit Card,2022-03-12 13:29:00,True,Poor Value
2022-03-12 14:08:00,2178,Samuel Chambers,Male,66,724,4063,USA,California,San Jose,books,textbook,30,50,2,Billboard-QR code,2022-03-12 14:15:00,True,2022-03-12 14:24:00,Cash On Delivery,2022-03-12 14:20:00,True,Poor Quality
2022-03-15 15:45:00,2033,Jason Sullivan,Male,72,650,5832,Australia,New South Wales,Newcastle,books,textbook,30,50,3,Billboard-QR code,2022-03-15 16:00:00,True,2022-03-15 16:10:00,Credit Card,2022-03-15 16:03:00,False,
2022-03-15 21:40:00,1437,Justin Wagner,Male,56,634,4530,USA,California,Los Angeles,fashion,shoes,60,100,3,Instagram-ads,2022-03-15 22:02:00,False,,,2022-03-15 21:47:00,,
2022-03-17 02:37:00,1665,Nichole Robinson,Female,37,732,3001,China,Shandong,Jinan,home appliances,microwave oven,300,500,6,Billboard-QR code,2022-03-17 02:46:00,True,2022-03-17 02:53:00,Credit Card,2022-03-17 02:48:00,False,
2022-03-17 18:32:00,1900,Meagan James,Male,70,635,3717,USA,California,San Diego,toys,plush toy,12,20,1,Billboard-QR code,2022-03-17 18:41:00,True,2022-03-17 18:47:00,Paypal,2022-03-17 18:46:00,False,
2022-03-18 12:17:00,1772,Dana Durham,Female,23,679,5212,India,Maharashtra,Mumbai,books,magazine,5,8,2,Billboard-QR code,2022-03-18 12:41:00,True,2022-03-18 12:50:00,Debit Card,2022-03-18 12:45:00,False,
2022-03-21 13:35:00,1860,Amber Wright,Male,36,686,3432,China,Shandong,Qingdao,home appliances,microwave oven,300,500,4,Google-ads,2022-03-21 13:45:00,True,2022-03-21 13:53:00,Paypal,2022-03-21 13:47:00,False,
2022-03-24 11:03:00,2045,Jessica Martin,Male,19,627,5018,Canada,Ontario,Mississauga,electronics,hair dryer,25,40,5,Twitter-ads,2022-03-24 11:10:00,False,,,2022-03-24 11:25:00,,
2022-03-24 20:01:00,1071,Julie Morgan,Female,66,715,7348,Japan,Tokyo,Tokyo,toys,puzzle,15,25,1,Google-ads,2022-03-24 20:19:00,False,,,2022-03-24 20:24:00,,
2022-03-25 05:23:00,1683,Ronald Wade,Male,25,694,5757,Spain,Andalusia,Seville,home appliances,toaster,40,60,5,Billboard-QR code,2022-03-25 05:51:00,True,2022-03-25 05:59:00,Credit Card,2022-03-25 05:55:00,False,
2022-03-25 06:40:00,1816,Danielle Peterson,Female,19,680,6548,India,Uttar Pradesh,Kanpur,fashion,jeans,40,70,3,Instagram-ads,2022-03-25 06:59:00,False,,,2022-03-25 07:16:00,,
2022-03-25 07:18:00,1079,Michael Graham,Female,69,719,5643,Spain,Catalonia,Tarragona,fashion,dress,50,80,5,Google-ads,2022-03-25 07:43:00,False,,,2022-03-25 07:35:00,,
2022-03-26 20:04:00,1006,Annette Atkins,Female,36,660,5350,India,Maharashtra,Nagpur,toys,puzzle,15,25,5,Google-ads,2022-03-26 20:13:00,True,2022-03-26 20:25:00,Credit Card,2022-03-26 20:15:00,False,
2022-03-27 22:59:00,1299,Ronald Zamora,Female,59,764,5906,Australia,Victoria,Melbourne,toys,plush toy,12,20,4,Facebook-ads,2022-03-27 23:08:00,True,2022-03-27 23:22:00,Credit Card,2022-03-27 23:10:00,False,
2022-03-29 21:14:00,2197,Mr. Matthew Perez MD,Female,35,613,4948,Canada,Ontario,Toronto,fashion,t-shirt,15,25,1,Instagram-ads,2022-03-29 21:33:00,True,2022-03-29 21:46:00,Cash On Delivery,2022-03-29 21:38:00,False,
2022-03-31 02:44:00,1965,Jacob Burch,Female,20,628,7171,Canada,Quebec,Montreal,toys,plush toy,12,20,3,Google-ads,2022-03-31 03:12:00,True,2022-03-31 03:17:00,Debit Card,2022-03-31 03:17:00,False,
2022-04-04 18:10:00,2087,Amber Howard,Male,33,615,3968,Spain,Catalonia,Tarragona,home appliances,toaster,40,60,1,Twitter-ads,2022-04-04 18:25:00,False,,,2022-04-04 18:44:00,,
2022-04-05 14:07:00,1929,Paula Smith,Female,19,766,3567,Japan,Tokyo,Yokohama,toys,puzzle,15,25,3,Google-ads,2022-04-05 14:28:00,True,2022-04-05 14:37:00,Credit Card,2022-04-05 14:33:00,False,
2022-04-07 08:08:00,1275,Lisa Calhoun,Male,24,687,7418,Japan,Tokyo,Tokyo,electronics,laptop,800,1200,6,Billboard-QR code,2022-04-07 08:15:00,True,2022-04-07 08:22:00,Credit Card,2022-04-07 08:20:00,False,
2022-04-07 19:03:00,2006,Keith Williams,Female,68,616,4239,Canada,Quebec,Montreal,toys,puzzle,15,25,6,E-mails,2022-04-07 19:32:00,True,2022-04-07 19:45:00,Cash On Delivery,2022-04-07 19:35:00,False,
2022-04-07 20:28:00,1823,Dr. Veronica Robinson DDS,Female,57,636,5017,India,Maharashtra,Mumbai,books,textbook,30,50,3,Facebook-ads,2022-04-07 20:40:00,True,2022-04-07 20:55:00,Cash On Delivery,2022-04-07 20:42:00,False,
2022-04-08 21:29:00,1079,Michael Graham,Female,69,719,5643,Spain,Catalonia,Tarragona,fashion,shoes,60,100,4,Instagram-ads,2022-04-08 21:41:00,True,2022-04-08 21:48:00,Credit Card,2022-04-08 21:46:00,False,
2022-04-12 01:43:00,1594,Keith Sanchez,Male,69,768,4007,China,Guangdong,Guangzhou,fashion,shoes,60,100,4,Facebook-ads,2022-04-12 01:57:00,True,2022-04-12 02:07:00,Credit Card,2022-04-12 01:59:00,False,
2022-04-12 14:02:00,1116,Charles Graves,Female,72,774,6423,Italy,Lombardy,Milan,home appliances,electric stove,250,400,5,Facebook-ads,2022-04-12 14:10:00,True,2022-04-12 14:23:00,Credit Card,2022-04-12 14:13:00,False,
